step,epoch,train_loss,train_ce,train_ppl,train_bpc,val_loss,val_ppl,val_bpc,grad_norm_total,grad_norm_mu,grad_norm_sigma,grad_norm_phi,lr_current,tokens_per_sec,step_time,beta_loss,attention_entropy,attention_concentration
100,1.3693912302816222e-05,7.695199966430664,7.115624904632568,1231.0526613960078,10.26567676273941,,,,1.4244455087907901,0.03485361859202385,0.01746213063597679,0.09691188484430313,0.05,4134.654343152932,0.24766278266906738,0,3.140766143798828,0.08975306898355484
200,2.7387824605632445e-05,7.263401508331299,6.79442024230957,892.8514720130413,9.802276389295606,,,,0.5524404038270656,0.045814864337444305,0.010067220777273178,0.10018268972635269,0.0499998763203621,4367.702648200483,0.23444819450378418,0,3.1407623291015625,0.08971399068832397
300,4.1081736908448665e-05,7.440113067626953,6.914948463439941,1007.2191175523463,9.976161856207561,,,,1.2416682434836588,0.052127208560705185,0.01220825407654047,0.11723877489566803,0.049999505281448364,4227.538063881097,0.24222135543823242,0,3.140746593475342,0.08976459503173828
400,5.477564921126489e-05,7.033070087432861,6.52780818939209,683.897593557124,9.417636502710332,,,,1.0385453118257095,0.05499488487839699,0.011336974799633026,0.1198020800948143,0.04999888688325882,4367.702648200483,0.23444819450378418,0,3.1407437324523926,0.08974651992321014
500,6.84695615140811e-05,7.265194416046143,6.682015895843506,797.9260275469059,9.64011119607465,,,,0.5323840398258927,0.05233357474207878,0.01154548954218626,0.12516827881336212,0.049998022615909576,4367.71597325046,0.23444747924804688,0,3.1407227516174316,0.08986213058233261
600,8.216347381689733e-05,7.080148696899414,6.54311466217041,694.4461783189579,9.439719075081117,,,,1.401030814741621,0.05441092327237129,0.013534720987081528,0.12466266751289368,0.0499969094991684,4367.707089874774,0.23444795608520508,0,3.14072847366333,0.08977160602807999
700,9.585738611971355e-05,6.690823078155518,6.198110580444336,491.81891039924784,8.941983397288459,,,,1.2043965287626253,0.060079120099544525,0.012285835109651089,0.12987230718135834,0.04999555051326752,4367.702648200483,0.23444819450378418,0,3.140735149383545,0.08972997963428497
800,0.00010955129842252978,6.611395835876465,6.065528869628906,430.75042826085144,8.750708420582463,,,,0.3814920678839441,0.057511016726493835,0.010933985002338886,0.1311250776052475,0.049993942677974704,4367.702648200483,0.23444819450378418,0,3.140705108642578,0.08976668119430542
900,0.000123245210725346,7.0067853927612305,6.392368316650391,597.2694291239781,9.22223806996725,,,,0.3758496248920697,0.052894290536642075,0.012072961777448654,0.13208720088005066,0.04999208897352219,4367.698206535225,0.23444843292236328,0,3.1406919956207275,0.0898733139038086
1000,0.0001369391230281622,7.3375725746154785,6.627712249755859,755.7512213657595,9.561767595161813,6.764702844619751,461.80218505859375,8.85113137435086,1.5881298269512245,0.05654321238398552,0.015404559671878815,0.14997734129428864,0.04998998790979386,4367.71597325046,0.23444747924804688,0,3.1406617164611816,0.0898999348282814
1100,0.00015063303533097844,6.817338943481445,6.195140838623047,490.3605018328436,8.937698965490164,,,,3.08907102258086,0.06232273951172829,0.019236508756875992,0.15945184230804443,0.049987639486789706,4367.698206535225,0.23444843292236328,0,3.1407034397125244,0.08977921307086945
1200,0.00016432694763379466,6.992138862609863,6.2947678565979,541.7300727327935,9.08143037026104,,,,0.48984837244537616,0.05001741647720337,0.013005604967474937,0.1477774828672409,0.049985043704509735,4094.7230544673816,0.2500779628753662,0,3.1406197547912598,0.0898989886045456
1300,0.00017802085993661089,6.580535411834717,5.942775726318359,380.9909899105612,8.573613069474805,,,,0.6821918316102096,0.05482558533549309,0.01164160668849945,0.15723352134227753,0.04998220056295395,4240.632077194901,0.24147343635559082,0,3.1406800746917725,0.08983146399259567
1400,0.0001917147722394271,6.880064964294434,6.157031536102295,472.0248044956399,8.882718863731737,,,,0.9092175809566362,0.05228572338819504,0.01334137748926878,0.16059473156929016,0.04997911155223847,4367.698206535225,0.23444843292236328,0,3.140620708465576,0.0899604856967926
1500,0.00020540868454224333,6.973136901855469,6.30415153503418,546.8374189050985,9.094968156606358,,,,2.41922694053746,0.05244769528508186,0.014397460035979748,0.1687314808368683,0.04997577518224716,4367.720414951853,0.23444724082946777,0,3.140714168548584,0.08980274945497513
1600,0.00021910259684505956,7.134424686431885,6.351829528808594,573.5410596189206,9.16375296178424,,,,0.6264875299690622,0.04448859393596649,0.01387020479887724,0.16606754064559937,0.04997219145298004,4367.7115315581,0.23444771766662598,0,3.14064359664917,0.0900440365076065
1700,0.00023279650914787575,6.76438045501709,6.026666641235352,414.33160904431736,8.694642076401188,,,,1.2284899573910515,0.04645560309290886,0.01358844991773367,0.16356970369815826,0.04996836036443711,4367.71597325046,0.23444747924804688,0,3.140679359436035,0.08990757167339325
1800,0.000246490421450692,6.953094959259033,6.199826240539551,492.663428723934,8.944458571599675,,,,1.8850773282395488,0.051943402737379074,0.0137046929448843,0.17932119965553284,0.04996428340673447,4367.693764879,0.23444867134094238,0,3.1406896114349365,0.08983500301837921
1900,0.00026018433375350823,7.276727199554443,6.383817672729492,592.1841630438814,9.209902098386163,,,,2.1845377737874005,0.0419609472155571,0.016149848699569702,0.16944144666194916,0.04995995908975601,4367.7115315581,0.23444771766662598,0,3.1406455039978027,0.0900290310382843
2000,0.0002738782460563244,6.98391056060791,6.149005889892578,468.25166162009225,8.871140303745051,6.858826591968536,420.638916015625,8.716438565951222,0.6086397057533057,0.04706772044301033,0.01330007053911686,0.18313908576965332,0.049955387413501744,4367.702648200483,0.23444819450378418,0,3.140665054321289,0.08986849337816238
2100,0.0002875721583591407,6.7862701416015625,5.934680938720703,377.91939748704806,8.561934759550617,,,,1.7124191150003996,0.043068546801805496,0.015543237328529358,0.18170066177845,0.04995056986808777,4367.702648200483,0.23444819450378418,0,3.1406917572021484,0.09000734984874725
2200,0.0003012660706619569,7.062015056610107,6.1109418869018555,450.76308312677355,8.816225555393952,,,,0.9790665415205431,0.043380241841077805,0.014399870298802853,0.1836521029472351,0.04994550496339798,4367.698206535225,0.23444843292236328,0,3.1405739784240723,0.09005540609359741
2300,0.00031495998296477307,6.979710578918457,6.123190879821777,456.31843119091906,8.833897116735407,,,,1.6283201186597291,0.04340362921357155,0.014157922007143497,0.18266555666923523,0.049940192699432374,4367.702648200483,0.23444819450378418,0,3.140690326690674,0.08988656103610992
2400,0.0003286538952675893,7.103036403656006,6.08926248550415,441.0959764776159,8.784948790508041,,,,0.5545292029335475,0.038459114730358124,0.014460253529250622,0.17645147442817688,0.04993463456630707,4326.006391861607,0.2367079257965088,0,3.1406309604644775,0.09003846347332001
2500,0.0003423478075704055,6.913199424743652,5.949701309204102,383.63873258764045,8.583604573559331,,,,0.8037363099330745,0.04080449789762497,0.01427230704575777,0.1829787641763687,0.049928830564022066,4367.693764879,0.23444867134094238,0,3.1407012939453125,0.08990014344453812
2600,0.00035604171987322177,7.25544548034668,6.2266058921813965,506.03502799668473,8.9830934422201,,,,3.2180021182710186,0.04020002484321594,0.01862158440053463,0.19061751663684845,0.04992277920246124,4367.7115315581,0.23444771766662598,0,3.140618324279785,0.09007926285266876
