step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_align,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,attention_entropy,attention_concentration,rg_modularity,rg_effective_rank,rg_n_clusters,rg_kl_within_mean,rg_kl_within_std,rg_kl_between_mean,rg_kl_between_std,rg_beta_entropy,rg_dynamic_n_iterations,rg_dynamic_modularity_init,rg_dynamic_modularity_final,rg_dynamic_modularity_change,rg_dynamic_rank_init,rg_dynamic_rank_final,rg_dynamic_rank_change,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,alpha_mean,alpha_std,alpha_min,alpha_max,alpha_a0,alpha_b0,alpha_mahal_sq_mean,alpha_mahal_sq_std,step_time,tokens_per_sec
100,1771645374.2093186,7.88007926940918,7.309047698974609,0.23354895412921906,0.3374823331832886,0.0,,,1493.754008176968,10.544726868931559,,,0.015625,0,0.06114614009857178,0,3.140768051147461,0.08971612900495529,,,,,,,,,,,,,,,,0.05,0.005,0.005,0.05,0.4696369478096611,0.03400847315788269,5.774199962615967e-08,,,,,,,,,0.28134703636169434,3639.633149302363
200,1771645401.4053104,7.266993045806885,6.764033317565918,0.15052983164787292,0.3524297773838043,0.0,,,866.1285317344135,9.758437323660074,,,0.015625,0,0.03933464735746384,0,3.1407651901245117,0.08970577269792557,,,,,,,,,,,,,,,,0.0499998763203621,0.004999987632036209,0.004999987632036209,0.0499998763203621,0.7696669645997767,0.043871477246284485,0.037800125777721405,,,,,,,,,0.2656996250152588,3853.976082733248
300,1771645428.694877,6.949256896972656,6.50178337097168,0.15361391007900238,0.2938595116138458,0.0,,,666.3288856660569,9.38009062623517,,,0.015625,0,0.039937593042850494,0,3.1407601833343506,0.08968088030815125,,,,,,,,,,,,,,,,0.049999505281448364,0.004999950528144836,0.004999950528144836,0.049999505281448364,0.4434785277689226,0.046944357454776764,3.91155481338501e-08,,,,,,,,,0.265716552734375,3853.7305616170897
400,1771645456.0315392,7.272999286651611,6.708728790283203,0.23280079662799835,0.3314695358276367,0.0,,,819.5281848100564,9.678649756410593,,,0.015625,0,0.060916341841220856,0,3.1407368183135986,0.08977186679840088,,,,,,,,,,,,,,,,0.04999888688325882,0.0049998886883258825,0.0049998886883258825,0.04999888688325882,0.4802423501859772,0.051940303295850754,2.1047890186309814e-07,,,,,,,,,0.281329870223999,3639.8552318126617
500,1771645483.4290543,7.023890495300293,6.462392330169678,0.2353634089231491,0.32613492012023926,0.0,,,640.5917318257124,9.323261367014666,,,0.015625,0,0.06158658117055893,0,3.1407322883605957,0.08979299664497375,,,,,,,,,,,,,,,,0.049998022615909576,0.0049998022615909575,0.0049998022615909575,0.049998022615909576,0.8467016330454727,0.046279434114694595,3.9534643292427063e-07,,,,,,,,,0.2813403606414795,3639.719511502703
600,1771645510.8126152,7.075742721557617,6.503951072692871,0.24824698269367218,0.32354462146759033,0.0,,,667.774854586845,9.38321795875846,,,0.015625,0,0.06871996819972992,0,3.1407265663146973,0.0897725522518158,,,,,,,,,,,,,,,,0.0499969094991684,0.00499969094991684,0.00499969094991684,0.0499969094991684,1.862023162296455,0.05992748215794563,0.0032379277981817722,,,,,,,,,0.28134703636169434,3639.633149302363
700,1771645538.241471,6.868597984313965,6.281460762023926,0.26368826627731323,0.32344892621040344,0.0,,,534.5689718178674,9.062232290910528,,,0.015625,0,0.06806370615959167,0,3.1406948566436768,0.08985961228609085,,,,,,,,,,,,,,,,0.04999555051326752,0.004999555051326752,0.004999555051326752,0.04999555051326752,0.6745640403262252,0.0513729602098465,2.2724270820617676e-07,,,,,,,,,0.2657158374786377,3853.740935115788
800,1771645565.6908011,6.848202228546143,6.285635948181152,0.24674701690673828,0.31581926345825195,0.0,,,536.805562631533,9.068255811274346,,,0.015625,0,0.0646888017654419,0,3.1407341957092285,0.08979876339435577,,,,,,,,,,,,,,,,0.049993942677974704,0.00499939426779747,0.00499939426779747,0.049993942677974704,0.5274447288476461,0.05179627239704132,0.008806873112916946,,,,,,,,,0.28134703636169434,3639.633149302363
900,1771645593.1508307,6.811400890350342,6.201616287231445,0.28319865465164185,0.3265857398509979,0.0,,,493.5461090485409,8.947041063085031,,,0.015625,0,0.07180342823266983,0,3.1406795978546143,0.08986541628837585,,,,,,,,,,,,,,,,0.04999208897352219,0.004999208897352218,0.004999208897352218,0.04999208897352219,1.2551786889138878,0.05205944925546646,2.868473529815674e-07,,,,,,,,,0.2813377380371094,3639.7534406313134
1000,1771645620.6594396,6.894906044006348,6.238226890563965,0.3164413273334503,0.340237557888031,0.0,7.124007406234742,6.487110548019409,511.94996239376144,8.99985899895681,656.6233520507812,9.358922217326088,0.015625,0,0.08398831635713577,0,3.140662908554077,0.08984685689210892,,,,,,,,,,,,,,,,0.04998998790979386,0.0049989987909793854,0.0049989987909793854,0.04998998790979386,1.073470451899932,0.05215277150273323,0.006230926141142845,,,,,,,,,0.26570773124694824,3853.8585053375673
